WardName,WardCode,Wardcode,PctSharedOwnership2011,PctRentFree2011,Candidate,InnerOuter,x,y,AvgGCSE2011,UnauthAbsenceSchools11
Brent - Brondesbury Park,00AEGL,E05000087,0.524541027,1.742225553,Ken,Outer,523615.1903,184172.0474,340.3037037,0.902949853
Brent - Dollis Hill,00AEGM,E05000088,1.407129456,1.149155722,Ken,Outer,522328.2022,186526.6599,331.3035928,1.234131737
Brent - Dudden Hill,00AEGN,E05000089,0.981146595,1.212004617,Ken,Outer,522010.6414,185388.8615,348.2309524,1.209141104
Brent - Fryent,00AEGP,E05000090,0.708733425,1.486053955,Ken,Outer,520305.2136,188451.5356,356.3815603,0.696878752
Brent - Harlesden,00AEGQ,E05000091,1.728283739,1.668169522,Ken,Outer,521414.2859,183892.9952,308.4743842,1.497451215
Brent - Kensal Green,00AEGR,E05000092,1.269998351,1.319478806,Ken,Outer,522396.3627,183258.7024,305.7681034,1.237262873
Brent - Kenton,00AEGS,E05000093,0.310398345,1.422659079,Boris,Outer,517893.7819,188309.1848,374.3834711,0.425332226
Brent - Kilburn,00AEGT,E05000094,1.149125098,1.04465918,Ken,Outer,525034.6097,183529.2151,340.2530435,1.070766488
Brent - Mapesbury,00AEGU,E05000095,0.713492944,0.90375773,Ken,Outer,523588.3869,185387.5114,333.4438202,0.996666667
Brent - Northwick Park,00AEGW,E05000096,1.159700411,1.473785939,Boris,Outer,516673.5512,186916.9766,370.1810811,0.661934972
Brent - Preston,00AEGX,E05000097,2.002002002,1.501501502,Ken,Outer,518131.6317,186627.6227,365.036478,1.251712521
Brent - Queens Park,00AEGY,E05000098,0.637551801,1.338858782,Ken,Outer,523989.3648,183322.1509,348.1678571,1.079292494
Brent - Queensbury,00AEGZ,E05000099,2.157816797,1.523164798,Ken,Outer,519731.1268,189578.7442,348.3237569,0.693473792
Brent - Stonebridge,00AEHA,E05000100,2.659664577,1.795697103,Ken,Outer,520289.2079,183994.6384,322.932377,1.51958909
Brent - Sudbury,00AEHB,E05000101,0.578154037,1.300846583,Ken,Outer,516917.3757,185491.9083,355.7512987,1.068901408
Brent - Tokyngton,00AEHC,E05000102,2.837171053,1.459703947,Ken,Outer,519452.5569,185276.339,342.878,1.064752596
Brent - Welsh Harp,00AEHD,E05000103,1.497192764,1.330838012,Ken,Outer,520849.8552,186738.8651,341.1892562,1.092261185
Brent - Wembley Central,00AEHE,E05000104,2.283105023,1.415525114,Ken,Outer,518160.0159,184830.6917,342.8827957,1.165093168
Brent - Willesden Green,00AEHF,E05000105,2.950387341,1.681226306,Ken,Outer,522492.8518,184432.6786,320.8901639,1.237262357
Bromley - Bickley,00AFGD,E05000106,0.435729847,0.938495056,Boris,Outer,542440.7011,168941.4346,388.9541985,0.534263233
Bromley - Biggin Hill,00AFGE,E05000107,0.869565217,0.869565217,Boris,Outer,541126.9261,159412.3208,355.3674242,0.747241647
Bromley - Bromley Common and Keston,00AFGF,E05000108,0.740860042,0.934127879,Boris,Outer,542146.3306,165698.0976,363.2509202,0.757875834
Bromley - Bromley Town,00AFGG,E05000109,0.957647694,1.011599676,Boris,Outer,540240.41,169110.9592,372.6651316,0.736500579
Bromley - Chelsfield and Pratts Bottom,00AFGH,E05000110,0.566037736,0.686106346,Boris,Outer,547253.7457,163449.5341,368.6116959,0.500670391
Bromley - Chislehurst,00AFGJ,E05000111,0.230111769,1.314924392,Boris,Outer,544347.9807,170273.7967,372.6990566,0.701140065
Bromley - Clock House,00AFGK,E05000112,1.304158818,0.840457905,Boris,Outer,535885.2707,169137.3337,363.5157025,0.812580231
Bromley - Copers Cope,00AFGL,E05000113,0.752714709,1.209279368,Boris,Outer,537843.1043,169946.87,355.5492754,1.059532164
Bromley - Cray Valley East,00AFGM,E05000114,1.58374421,0.956222919,Boris,Outer,548409.7897,168003.0678,336.6829412,1.511312439
Bromley - Cray Valley West,00AFGN,E05000115,1.47579693,0.826446281,Boris,Outer,546364.0225,168908.3115,332.7813397,1.404812623
Bromley - Crystal Palace,00AFGP,E05000116,1.570680628,0.703534031,Ken,Outer,534387.5554,170430.341,329.7115385,1.878852459
Bromley - Darwin,00AFGQ,E05000117,0.816522574,1.44092219,Boris,Outer,543432.7829,160679.3696,366.5666667,1.196391753
Bromley - Farnborough and Crofton,00AFGR,E05000118,0.244140625,0.927734375,Boris,Outer,543986.8165,164950.1022,380.5019139,0.65929878
Bromley - Hayes and Coney Hall,00AFGS,E05000119,0.196399345,0.687397709,Boris,Outer,540118.6209,165331.5623,376.0870968,0.451195748
Bromley - Kelsey and Eden Park,00AFGT,E05000120,0.42306487,1.143842056,Boris,Outer,537175.637,167917.1326,364.23,0.451571709
Bromley - Mottingham and Chislehurst North,00AFGU,E05000121,1.057082452,1.151045337,Boris,Outer,542016.4019,172342.9368,342.1132075,2.044071429
Bromley - Orpington,00AFGW,E05000122,1.167008358,0.615044946,Boris,Outer,546931.3015,165699.8122,365.8858108,0.785237835
Bromley - Penge and Cator,00AFGX,E05000123,1.107924922,0.808133472,Ken,Outer,535816.1938,170355.8086,337.0903614,1.515883555
Bromley - Petts Wood and Knoll,00AFGY,E05000124,0.146923783,0.899908173,Boris,Outer,544730.2048,167261.3902,384.3679104,0.468275373
Bromley - Plaistow and Sundridge,00AFGZ,E05000125,0.704548936,0.918976872,Boris,Outer,540785.1736,170689.6066,351.0008403,1.176391437
Bromley - Shortlands,00AFHA,E05000126,0.143334926,0.907787864,Boris,Outer,539114.907,168273.4344,377.4528846,0.248378128
Bromley - West Wickham,00AFHB,E05000127,0.420021001,1.085054253,Boris,Outer,538485.8619,166196.9988,372.0853774,0.352595827
Camden - Belsize,00AGGD,E05000128,0.244658294,1.631055293,Boris,Inner,527230.7945,184618.8451,329.8291667,0.919376026
Camden - Bloomsbury,00AGGE,E05000129,0.45652625,2.967420627,Boris,Inner,529733.5899,181997.6032,362.7530612,1.08557047
Camden - Camden Town with Primrose Hill,00AGGF,E05000130,0.592718036,1.524132091,Ken,Inner,528455.6418,184001.1197,356.604,0.872208437
Camden - Cantelowes,00AGGG,E05000131,0.647820966,1.217118178,Ken,Inner,529514.5279,184552.3146,316.4788235,1.121556886
Camden - Fortune Green,00AGGH,E05000132,0.713749061,1.277235162,Boris,Inner,524780.4016,185328.4663,328.498,1.041969697
Camden - Frognal and Fitzjohns,00AGGJ,E05000133,0.303643725,2.550607287,Boris,Inner,526011.3574,185532.9947,327.5,1.195681063
Camden - Gospel Oak,00AGGK,E05000134,0.773615635,1.384364821,Ken,Inner,527928.0325,185384.6535,320.7484848,1.297329888
Camden - Hampstead Town,00AGGL,E05000135,0.192307692,2.557692308,Boris,Inner,526672.0955,186182.0742,322.1666667,1.067346939
Camden - Haverstock,00AGGM,E05000136,0.970688999,1.141987057,Ken,Inner,528137.4034,184696.9609,329.6921569,1.368116976
Camden - Highgate,00AGGN,E05000137,0.710108605,1.796157059,Ken,Inner,527968.7065,186684.2544,327.1671053,1.348726852
Camden - Holborn and Covent Garden,00AGGP,E05000138,0.523388943,2.338894341,Ken,Inner,530693.6424,181690.9563,330.8731092,0.974919268
Camden - Kentish Town,00AGGQ,E05000139,0.949421716,1.380977041,Ken,Inner,529041.4788,185261.2115,332.3168421,1.066165414
Camden - Kilburn,00AGGR,E05000140,1.233067037,1.319902744,Ken,Inner,525578.7612,183929.4054,332.2192771,0.972727273
Camden - King's Cross,00AGGS,E05000141,0.30474532,2.829777971,Ken,Inner,530419.8863,182588.5438,290.0808333,1.362318841
Camden - Regent's Park,00AGGT,E05000142,0.58907533,1.767225991,Ken,Inner,528939.9664,182952.1696,321.1010929,1.088735818
Camden - St. Pancras and Somers Town,00AGGU,E05000143,2.362204724,1.342161775,Ken,Inner,529774.924,183482.3611,319.5804348,0.978143361
Camden - Swiss Cottage,00AGGW,E05000144,0.341296928,2.576791809,Boris,Inner,526542.1645,184140.1535,333.2397727,0.78597561
Camden - West Hampstead,00AGGX,E05000145,0.443837487,1.246159099,Boris,Inner,525483.4762,184842.8283,351.3864865,1.093958665
Croydon - Addiscombe,00AHGE,E05000146,1.072421554,1.138620416,Ken,Outer,533605.9355,166379.1612,341.6171642,1.31631746
Croydon - Ashburton,00AHGF,E05000147,0.994215474,0.686912509,Boris,Outer,535218.1972,166810.4564,348.5004739,1.237463977
Croydon - Bensham Manor,00AHGG,E05000148,1.747311828,1.041666667,Ken,Outer,531832.2562,168154.5116,340.1252809,1.542279412
Croydon - Broad Green,00AHGH,E05000149,1.920614597,1.067008109,Ken,Outer,531208.9692,166197.2241,327.9036697,1.633915686
Croydon - Coulsdon East,00AHGJ,E05000150,0.508957655,0.916123779,Boris,Outer,530905.5479,157875.6105,351.8689394,0.855271995
Croydon - Coulsdon West,00AHGK,E05000151,0.292092635,0.625912789,Boris,Outer,529531.7322,159733.6844,385.6573684,0.54519403
Croydon - Croham,00AHGL,E05000152,1.371624518,0.800114302,Boris,Outer,533200.0477,163523.2364,368.9736842,1.228513072
Croydon - Fairfield,00AHGM,E05000153,2.807196631,1.314278423,Boris,Outer,533329.5383,165280.0762,367.1097561,1.286574074
Croydon - Fieldway,00AHGN,E05000154,0.300978179,0.777526963,Ken,Outer,538113.4884,163463.8732,317.1641711,2.467539964
Croydon - Heathfield,00AHGP,E05000155,0.513950073,0.80763583,Boris,Outer,536430.0363,163797.3433,354.355102,1.41689441
Croydon - Kenley,00AHGQ,E05000156,1.598367625,0.782179901,Boris,Outer,532209.1068,159414.6491,354.870073,1.18212816
Croydon - New Addington,00AHGR,E05000157,0.972811175,0.848091793,Ken,Outer,538710.8167,162117.3753,332.4300578,2.366570771
Croydon - Norbury,00AHGS,E05000158,1.486374897,1.304706854,Ken,Outer,530919.0809,169655.9808,356.2098266,1.102989856
Croydon - Purley,00AHGT,E05000159,1.5625,1.141151685,Boris,Outer,531280.6842,161830.9604,374.8866197,0.951185495
Croydon - Sanderstead,00AHGU,E05000160,0.143766687,0.883138221,Boris,Outer,533813.6951,160872.1778,367.718239,0.584650259
Croydon - Selhurst,00AHGW,E05000161,2.170999732,1.715357813,Ken,Outer,532836.8191,167344.9295,337.5022857,1.831444165
Croydon - Selsdon and Ballards,00AHGX,E05000162,0.268396332,0.715723552,Boris,Outer,535144.3691,162269.2675,365.8896552,0.674265976
Croydon - Shirley,00AHGY,E05000163,0.250626566,0.96670247,Boris,Outer,536637.176,165864.7276,335.381768,1.361818182
Croydon - South Norwood,00AHGZ,E05000164,1.048679441,1.333505955,Ken,Outer,533767.2407,169136.1993,352.1101266,1.57110645
Croydon - Thornton Heath,00AHHA,E05000165,0.852229493,1.339217775,Ken,Outer,532566.1594,168873.9961,339.6714286,1.431020573
Croydon - Upper Norwood,00AHHB,E05000166,1.339079575,0.923503155,Ken,Outer,532314.9172,170116.6083,344.8849315,1.502448111
Croydon - Waddon,00AHHC,E05000167,1.252462708,1.308753166,Ken,Outer,531575.613,164132.8831,353.3114286,1.607040867
Croydon - West Thornton,00AHHD,E05000168,2.030124427,1.686313032,Ken,Outer,530967.7222,167578.2601,343.6677273,1.479959184
Croydon - Woodside,00AHHE,E05000169,2.033751623,0.980816385,Ken,Outer,534631.8187,167826.1169,339.7052402,1.461828185
Ealing - Acton Central,00AJGC,E05000170,1.133099266,1.420363868,Boris,Outer,520091.0434,180971.8903,343.0412371,1.036459709
Ealing - Cleveland,00AJGD,E05000171,1.120056003,1.417570879,Boris,Outer,516459.3196,181851.4294,348.5669323,0.71734997
Ealing - Dormers Wells,00AJGE,E05000172,1.11627907,2.093023256,Ken,Outer,513786.2613,180932.3948,330.4760417,0.710787757
Ealing - Ealing Broadway,00AJGF,E05000173,1.794954722,1.423027167,Boris,Outer,517385.5562,181148.2048,359.4211765,0.7496
Ealing - Ealing Common,00AJGG,E05000174,0.90490012,1.348813386,Boris,Outer,518393.5862,180037.4872,338.1802326,0.855044843
